"what is pittsburghs football team name?","Pirates","Penguins","Panthers","Steelers"
"what is the name of the sailor in billy joels piano man?","Darrell","Donald","Dewey","Davey"
"which is the first element on the periodic table?","Helium","Lithium","Carbon","Hydrogen"
"what was jfks middle name 2?","Ford","Franklin","Francis","Fitzgerald"
"which state was the first to leave the union when abraham lincoln was elected as president?","Louisiana","Georgia","Alabama","South Carolina"
"which state was not named after a person?","Washington","Delaware","Pennsylvania","Colorado"
"in the movie happy feet what type of dance do the penguins predominantly do?","Twerking","Ballet","Haka","Tap Dance"
"what is the only u s state that does not have a population of squirrels?","Florida","Alaska","They All Have Squirrels","Hawaii"
"how many players are required to play a bridge hand?","3","2","5","4"
"what period was the mona lisa painted in?","A.D","The Middle Ages","B.C","The Renaissance"
"how many majors are there in pga tour golf every year?","28","1","16","4"
"who manipulated anakin skywalker into becoming darth vader?","General Grievous","Count Dooku","Darth Maul","Chancellor Palpatine"
"which state has never found a native cactus?","New Hampshire","Vermont","Maine","All are correct"
"in the 2015 womens world cup what was the final score?","Usa 1 And Japan 2","Usa 0 And Japan 1","France 2 And Japan 1","Usa 5 And Japan 2"
"in ancient greek mythology how did medusa turn people to stone?","Yelling At Them","Sniffing Them","Turning Her Back On Them","Looking In Their Eyes"
"what super hero has a lightning bolt on his suit?","Captain America","Iron Man","Batman","The Flash"
"what does it mean when a satellite is in geosynchronous orbit?","It Will Never Fall To Earth.","It Is Visible At All Times Of Day.","It Rapidly Photographs Earth's Geography.","It Stays Over The Same Location On Earth."
"which actor began serving a prison sentence in 2010 for an income tax conviction?","Eddie Murphy","Bernie Mac","Bill Cosby","Wesley Snipes"
"when a horse folds back its ears it is showing that it is what?","Excited","Content","All","Angered"
"who said chocolate was never meant to be mixed with the ocean?","Jimmy Falon","Napoleon Borntoparty","Abraham Lincoln","Mark Twain"
"in the show how i met your mother marshall is from?","Oklahoma","New York","Canada","Minnesota"
"whats the formula nacl mean?","Water","Pepper","Sand","Salt"
"in the bible what animal does the devil take the form of?","Lizard","Raven","Panther","Snake"
"where did marie antoinnette live after she was married?","Austria","England","Germany","France"
"which of the following states were part of the original 13 colonies?","Ohio","Texas","Indiana","New Jersey"
"how many runs can you score in baseball?","12","8","4","How Ever Many You Can"
"who hosts live with kelly and michael?","Kelly Ripa","Kelly Ripa","Kelly Ripa","Kelly Ripa"
"which city saw the birth of modern graffiti art in the 1970s?","Paris","London","Los Angeles","New York City"
"what is pluto classified as?","Asteroid","Planet","Exoplanet","Dwarf planet"
"what famous poem begins twas brillig and the slithy toves?","Paradise Lost","Iliad","Where The Sidewalk Ends","Jabberwocky"
"how many superbowls have the new england patriots won without quarterback tom brady?","4","2","1","0"
"what is one of the products of photosynthesis?","Carbon Monoxide","Carbon Dioxide","Ammonia","Oxygen"
"which country never had a colony in north america?","The U.K","Spain","The Netherlands","Austria"
"who trained anakin skywalker?","Yoda","Chewbacca","Darth Vader","Obi-Wan Kenobi"
"which green bay packers player was inducted into the hall of fame and had his number retired on july 18th 2015?","Clay Matthews","Jordy Nelson","Mason Crosby","Brett Favre"
"what year was babe ruths rookie year?","1919","1908","1906","1914"
"what country in sub saharan africa was the first to gain its independence?","Guinea","Togo","Benin","Ghana"
"what baseball player has been displayed on us postal stamps?","Lou Gehrig","Jackie Robinson","Babe Ruth","All Of The Above"
"where is the tallest tree in the world located?","Australia","India","Israel","United States"
"which country is known for their highland games?","New Zealand","England","Ireland","Scotland"
"who painted the famous depiction of the famous epic inferno titled dantes inferno?","Vincent Van Gogh","Pablo Picasso","Salvador Dal","Sandro Botticelli"
"what was the song that brought the beatles to the u s?","Can't buy me love","Helter Skelter","Three cool cats","I want to hold your hand"
"what do you call the warming of the pacific ocean off the coast of south america?","La Nia","Itcz","Pacific Warming Cycle","El Nio"
"who is the only artist inducted into the rock and roll hall of fame the country hall of fame and the gospel hall of fame?","Roy Orbison","Johnny Cash","George Strait","Elvis Presley"
"the study of insects and other organisms in relation to solving crimes is called what?","Forensic Archaeology","Forensic Paleontology","Forensic Insectology","Forensic Entomology"
"what is a female white tailed deer called?","Cow","Buck","Ewe","Doe"
"where did martin luther king jr s famous i have a dream speech take place?","In His Home","World War Memorial","White House","Lincoln Memorial"
"which of these caribbean countries is the largest?","St. Kitts","Tobago","Barbados","Jamaica"
"which martial art originated in korea from farmers and has commands in korean?","Judo","Karate","Jujitsu","Taekwondo"
"which explorer is credited for discovering novia scotia?","Ponce De Leon","Christopher Columbus","Marco Polo","Leif Eriksson"
"what year was the mona lisa completed?","1432","1571","1654","1517"
"how many cards are needed to play poker?","48","44","46","52"
"which painting famously features a pitchfork?","Farm In Tuscany","The Last Supper","Starry Night","American Gothic"
"what hit tv show stars a socially awkward but genius physicist named sheldon cooper?","Modern Family","Married With Children","King Of The Nerds","The Big Bang Theory"
"where did the allies during wwii drop in on d day?","Germany","Britain","Australia","France"
"where is hiroshima?","Hawaii","Fiji","China","Japan"
"who wrote the prince?","Raphael","Rousseau","Da Vinci","Machiavelli"
"what sport involves shooting at a target with a maximum of 10 points at the center of the target?","Soccer","Basketball","Skeet","Archery"
"who wrote the song bohemian rhapsody 2?","Kings Of Leon","Prince","Kenny G","Queen"
"on an open face fishing reel what is the c shaped piece of metal that prevents or allows line off the spool?","Handle","Flipper","Rotor","Bail"
"what color will form when red and white mix?","Orange","Red","Purple","Pink"
"who sings the song rolling in the deep?","Madonna","Rihanna","Katy Perry","Adele"
"in which country is the town of randazzo located?","Greece","Spain","Portugal","Italy"
"in greek mythology who was artemiss father?","Apollo","Ares","She Didn't Have A Father","Zeus"
"these are all species of apples except for?","Empire","Gala","Honey Crisp","Cane"
"which is not a name of emotion on disneys movie inside out?","Joy","Anger","Sadness","Greed"
"how was the periodic table arranged?","Neutron","Proton","Valence Electrons","Atomic Number"
"who wrote i heard the bells on christmas day?","James Pierpont","Beethoven","John Phillip Sousa","Henry Wadsworth Longfellow"
"what sport is sometimes considered the worlds sport?","Baseball","Football","Hockey","Soccer"
"which of the following cities is located in nicaragua?","Barcelona","Florence","Managja","Leon"
"which of these sports was never in the olympics?","Baseball","Wrestling","Canoeing","American Football"
"in disneys beauty and the beast who voiced mrs potts?","Helen Mirren","Julie Andrews","Judi Dench","Angela Lansbury"
"which one of these songs is not by queen?","I want to break free","Bohemian rhapsody","Fat bottomed girls","Strawberry Fields forever"
"what sport measures the winners progress in furlongs?","Pole Vaulting","Long Jump","Swimming","Horse Racing"
"what is a covalent bond?","When Two Atoms Share The Same Nucleus","When Two Atoms Split Apart","When Two Atoms Join Together","When Two Atoms Share The Same Electron"
"which boy pharaoh of egypt is more famous for the lore of curses associated with his tomb than his short lived reign?","Ramses II","Ay","Amenhotep","Tutankhamen"
"what was drakes career before he became a musician?","Salesman","Student","Hustler","Actor"
"what is the colour blue called in french?","Orange","Rough","Rose","Bleu"
"how many white balls are there in snooker?","10","5","22","1"
"in the die hard franchise who plays john maclain?","Nicholas Cage","Chris Hemsworth","Sylvester Stallone","Bruce Willis"
"what is odontokphobia the fear of?","Spiders","Death","Dark","Teeth"
"what sport does alex rodriguez play?","Gymnastics","Basketball","Softball","Baseball"
"who is manny pacquiao?","A Cyclist","A Billiard Player","A Triathlete","A Boxer"
"what is the hindu kush?","A Waterfall","A River","A Religion","A Mountain Range"
"in which musical is there a character named eponine?","Wicked","Into The Woods","Once Upon A Mattress","Les Miserables"
"what sport uses a shaft net and ball?","Baseball","Hockey","Polo","Lacrosse"
"which of these planets is closest to our sun?","Mars","Jupiter","Uranus","Mercury"
"in the movie easy rider what vehicles were ridden?","Trucks","Hot Rods","Bicycles","Motorcycles"
"which of the following dan brown books does not follow the adventures of robert langdon?","The Da Vinci Code","Angels","The Lost Symbol","Deception Point"
"which country is the city of berlin in?","Russia","Scotland","England","Germany"
"which iconic player left basketball to play baseball?","Kobe Bryant","Lebron James","Larry Bird","Michael Jordan"
"what domain does hades control?","Olympus","The Sea","The Living","The Underworld"
"in the harry potter novel series a muggle is someone who?","Does Magic Poorly","A Wizard","A Gargoyle","Has No Magical Abilities"
"the chunnel a transportation tunnel is between which two countries?","Russia And China","Canada And The United States","Italy And Sudan","England And France"
"at birth you have 270 bones but by adulthood you only have?","200","270","300","206"
"digestion begins in the?","Small Intestines","Large Intestines","Colon","Mouth"
"what is the scottish word for a many colored cloth?","Carlyle","Tartan","Skittle","Breacan"
"what does the w in george w bush stand for?","William","Washington","Wilson","Walker"
"where is warsaw?","China","Turkey","Brazil","Poland"
"what nba team originally drafted michael jordan?","New York Knicks","Detroit Pistons","Los Angeles Lakers","Chicago Bulls"
"which animal lives in a pride?","Zebra","Deer","Hyena","Lion"
"where is the city munchen located?","Austria","Italy","Usa","Germany"
"which term is used in softball?","Putter","Touchdown","Goal","Shortstop"
"who is an american swimmer?","Lionel Messi","Larry Bailey","Michael Jackson","Michael Phelps"
"what tv show introduced mila kunis to her husband ashton kutcher?","How I Met Your Mother","Family Guy","Friends","That 70S Show"
"which roman numeral means 5?","Iv","Vi","Iiiii","V"
"which of these are a piano brand?","Nike","Toyota","None Of These","Yamaha"
"which band wrote the album ten?","Nirvana","Red Hot Chili Peppers","Oasis","Pearl Jam"
"christopher columbus had 3 ships the nina the pinta and the what?","Santos Maria","Maria Santio","Santa Pia","Santa Maria"
"in the book huck finn what river did he raft on?","Missouri","Illinois","Ohio","Mississippi"
"which of these states touches canada?","California","Nevada","Arizona","Idaho"
"how do you say star in italian?","Asteria","Sterona","Asterix","Stella"
"which sport does not include kicking?","Rugby","Football","Soccer","Lacrosse"
"which of theses teams is not in the nfl?","Patriots","Seahawks","Giants","Cornhuskers"
"which popular american fast food restaurants slogan is its finger lickin good?","Famous  Recipe","Dairy  Queen","Jack in the Box","KFC"
"what is the longest bone in the leg?","Fibula","Humerus","Tibia","Femur"
"which of these was introduced first?","M","Skittles","Starburst","Smarties"
"which of these is a famous department store in london?","Myers","El Corte Ingles","Bloomingdale's","Harrods"
"which of these states is land locked?","Washington","Texas","Alabama","Nevada"
"who issued the united nations document during ww2?","Hitler And Lenin","Stalin","Miley Cyrus","Roosevelt And Churchill"
"what is the process called when salt is used to preserve food?","Salting","Brining","Coating","Curing"
"in which country is lendava city?","Brazil","Germany","Japan","Slovenia"
"what game has 4 bases?","Tennis","Soccer","Badminton","Baseball"
"what does the computer company hp stand for?","Heraldo Palmer","Howard Price","Henry Pence","Hewlett Packard"
"what causes the earth to experience season?","Cooler Side Of The Sun Faces Us In Winter.","The Earth Is Closer To The Sun In Summer.","Revolution Slows So Summer Days Are Long.","The Earth's Axis Is Tilted."
"which city is shared by two continents?","Cairo","Bangkok","Panama","Istanbul"
"who is the king of greek gods?","Poseidon","Jupiter","Hades","Zeus"
"what russian composer wrote the controversial ballet le sacre du printemps which caused a riot at its premiere in paris 1913?","Pyotr Tchaikovsky","Sergei Prokofiev","Nikolai Rimsky-Korsokov","Igor Stravinsky"
"who famously composed the 1812 overture?","Chopin","Mozart","Beethoven","Tchaikovsky"
"which of the following is not a friends character?","Ross","Phoebe","Joey","Ted"
"bees cannot detect which color?","Blue","Green","Yellow","Red"
"which of these was not written by louisa may alcott?","Jo's Boys","Little Women","Little Men","Jo And The Professor"
"what movie role was turned down by jack nicholson warren beatty robert redford ryan oneal and dustin hoffman before being accepted by al pacino?","Col. Frank Slade / Scent of a Woman","Tony Montana / Scarface","Sonny / Dog Day Afternoon","Michael Corleone / The Godfather"
"what does the parasympathetic nervous system do?","Speed Up The Heart","Bowel Movement","Sweat","Rest And Digest"
"who did president lincoln first offer the leadership of the union forces to?","Ulysses S. Grant","William T. Sherman","George Meade","Robert E. Lee"
"salvador dali spanish surrealist is currently entombed?","In A Clock Sculpture","In An Unmarked Grave Next To Gala","He Was Cremated, Not Buried","In His Museum In Figures"
"in what sport do you get a slam dunk?","Soccer","Football","Volleyball","Basketball"
"what was fonzies full name on happy days?","Rocco Fonzerelli","Henry Winkler","Opie Taylor","Arthur Fonzerelli"
"what movie has jamie foxx not starred in?","The Amazing Spider-Man 2","Annie","Django Unchained","Transformers: Dark Of The Moon"
"what car brand is the model x5 from?","Audi","Land Rover","Vw","Bmw"
"in the nfl intentional grounding is a penalty that loses yards and what else?","This Is Not A Penalty","Player Ejected","Only A Loss Of Yards","A Loss Of Down"
"which actor hasnt played batman?","Adam West","Michel Keaton","Christian Bale","Matt Smith"
"which of these is a bone in the ear?","Clavicle","Femur","Ulna","Anvil"
"what is the name of a frogs eardrum?","Tooth","Ear Drum","Typotholy","Tympanum"
"in the simpsons who is the springfield elementary lunch lady?","Lunch Lady Lazy","Groundskeeper Willie","Ms. Krabapple","Lunch Lady Dorris"
"which famous scientist came up with the idea of natural selection?","Albert Einstein","Leonardo Da Vinci","Isaac Newton","Charles Darwin"
"in abcs once upon a time emma swan is the daughter of which famous disney couple?","Emma Swann","Cinderella","Aurora","Snow White"
"which of the following final scores is not possible in american football?","3-2","4-2","8-0","7-1"
"what type of animals are the statues in front of the art institute of chicago?","Wolves","Bears","Dolphins","Lions"
"the great potato famine in ireland occurred between what time period?","1900 - 1910","1734 - 1735","1665 - 1669","1845 - 1852"
"what is the name of the famous art museum in chicago illinois?","The Art Symposium","Art World","The Museum Of Art And Industry","The Art Institute"
"which breed of horse is best for the desert?","Morgan","Shetland","Thoroughbred","Arabian"
"which of the following is strongest chemical bond?","Dipole-Dipole Bond","Hyper Dipole Bond","James Bond","Hydrogen Bond"
"what type of device is a cyclotron?","Laser","Generator","Motorcycle","Particle Accelerator"
"what friends actress started her career by appearing in bruce springsteens dancing in the dark video?","Jennifer Aniston","Lisa Kudrow","None of the answers apply","Courtney Cox"
"in the bible who was jesuss mother?","Anna","Eve","Esther","Mary"
"which of the following is the largest empire?","Qing Dynasty","Ottoman Empire","Holy Roman Empire","Mongol Empire"
"who used steroids in 3 track races?","Usain Bolt","Bo Jackson","Deandre Levy","Ben Johnson"
"in the bible which creature tricked eve?","Servant","Serpian","Serbian","Serpent"
"which of the bones of the skull is the thinnest?","Temporal bone","Parietal bone","Frontal bone","Sphenoid bone"
"when did the stock markets crash?","1932","1930","1931","1929"
"what was the roman empires first engineering success?","Baths","Coliseum","Hadrians Wall","Roads"
"in the revolutionary war what caused the most deaths?","The Lobsterbacks","The Hessians","Musket Balls","Smallpox/Disease"
"which painting was suspected to be holding secrets from an underground brotherhood?","L'oiseau Du Paradis","The Scream","The Weeping Woman","The Mona Lisa"
"which country borders the baltic sea?","Spain","France","Italy","Russia"
"what is the name of the famous building where the rockettes perform in nyc?","Nyc State Theatre","Broadway","Orpheum","Radio City Music Hall"
"which sport involves a horse a stick and a ball?","Horse Riding","Basketball","Cricket","Polo"
"where are your tastebuds located?","Roof Of Your Mouth","Brain","Lips","Tongue"
"what is not working if you require dialysis?","Pancreas","Lungs","Heart","Kidneys"
"which artist is famous for using drip painting in his work?","Mark Rothko","Salvador Dali","George Seurat","Jackson Pollock"
"what is a mushroom classified as?","Plant","Protozoa","Phyla","Fungus"
"which of these was apollo not the greek god of?","Prophecy","Medicine","Music","Horses"
"which way does a longitude line go?","Diagonal Right","Horizontal","Diagonal Left","Vertical"
"in the movie dumbo what animal is dumbos buddy?","Dog","Pig","Rat","Mouse"
"how many groups of rings does saturn have?","786","283","9064","7"
"what city lies on the border of north carolina and south carolina?","Columbia","Raleigh","Charleston","Charlotte"
"who was the author of the hunger games trilogy?","J.K. Rowling","E.L. James","Rick Riordan","Suzanne Collins"
"which nhl team took their name from a popular disney film franchise?","San Jose Sharks","Pittsburgh Penguins","St. Louis Eagles","Anaheim Ducks"
"which disney heroine travelled with a lucky cricket and a travel sized dragon?","Belle","Aurora","Drusilla","Mulan"
"how many stars are there on the vietnamese flag?","None","Five","Three","One"
"which country is not a member of the gulf cooperation council gcc?","Oman","Saudi Arabia","Qatar","Yemen"
"in which sport do you get a penalty for being in the three second zone?","Hockey","Soccer","Baseball","Basketball"
"what does the a in dna stand for 2?","Animal","Air","Adenine","Acid"
"which composer wrote the seasons?","Monteverdi","Mozart","Holst","Vivaldi"
"in which sport do you have to win by at least two points?","Bowling","Football","Soccer","Volleyball"
"what is the main component required to run an internal combustion engine?","Water","Alcohol","Electricity","Gasoline"
"in which continent is the country bulgaria?","Asia","South Africa","South America","Europe"
"what is it called in bowling when you get all the pins down in two tries?","Strike","While In One","All Pins Down","Spare"
"which animal uses echolocation?","Black Bear","Squirrels","Gorillas","Sperm Whales"
"what year did brett favre get welcomed to the green bay hall of fame?","1999","1992","2003","2015"
"which of the following is a saturday night live skit?","The Birds","Happy Gilmore","Flipper","The Killer Bees"
"what sport does not include a ball?","Table tennis","Tennis","Volleyball","Badminton"
"who stars in the movie help?","Hollies","Monkees","Rolling Stones","Beatles"
"where is the cell membrane found?","Only In Animal Cells","Only In Plant Cells","It Isn't Found In Either","In Plant And Animal Cells"
"what colour is deoxygenated blood usually shown as?","Purple","Red","Yellow","Blue"
"the long running tv show doctor who began in which year?","2000","2005","1980","1963"
"the jukebox musical all shook up is based on the music of what singer?","Michael Jackson","James Brown","Frank Sinatra","Elvis Presley"
"what are three parts in the cows eye?","The pupil, the hammer and the iris","The anvil, lip and the hammer","Nerves, the brain and the pupil","The pupil, iris and the aqueous humor"
"in the movie the lion king what is simbas best friend who also becomes his mate?","Sarabi","Pumba","Kiara","Nala"
"which disney movie has the character tinker bell?","Sleeping Beauty","Pocahontas","Three Little Pigs","Peter Pan"
"in chess which piece can move in any one direction as far as they want unless they come upon another chess piece?","King","Bishop","Pawn","Queen"
"which trait below is considered recessive?","Detached Earlobes","Brown Hair","Dark Eyes","Green Eyes"
"what color is a ruby?","Blue","Pink","Hot Pink","Red"
"what is the tallest casino in las vegas?","Luxor","Excalibur","Mandalay Bay","Stratosphere"
"what is the massive green wall at the rear of fenway park nicknamed?","The Green Giant","The Giant Wall","The Great Wall Of Fenway","The Green Monster"
"what is the capital city of the czech republic?","London","Bratislava","Ostrava","Prague"
"in politics who does the donkey stand for?","Republicans","Liberals","None Of These","Democrats"
"what does the 40 stand for in wd 40?","The Number Of The People It Took To Make","The Age Of The Guy That Invented It","Don't Care","The 40Th Try For The Formula"
"what is the country code of pakistan?","PK","PAM","PKN","PAK"
"what was the nationality of pablo picasso?","Italian","South african","French","Spanish"
"what nhl team won the stanley cup in the year 2015?","La Kings","Pittsburgh Penguins","Detroit Red Wings","Chicago Blackhawks"
"in texas hold em which hand beats a full house?","Flush","Three Of A Kind","Two Pair","Straight Flush"
"which is not a disney pixar movie?","Finding Nemo","Inside Out","Toy Story","The Jungle Book"
"which actor plays wolverine in the film series dedicated to x men?","Hugh Grant","Christian Bale","Chris Hemsworth","Hugh Jackman"
"which one of these is not a great philosopher in china?","Confucius","Lao Tze","Mencius","Plato"
"how many u s presidents have been roman catholic?","0","3","5","1"
"which is the only piece in chess that can jump other pieces?","Queen","Pawn","Bishop","Knight"
"what famous american family who is also responsible for the railroad monopoly in the early 1900s built the biltmore estate in asheville nc?","The Adam's","The Kennedy's","The Rockefeller's","The Vanderbilt's"
"where is sushi from?","China","Vietnam","Korea","Japan"
"in the tv series friends how many friends are the main characters of the 10 seasons?","5","2","3","6"
"which u s city boasts the national civil rights museum 90 year old peabody hotel and elvis graceland?","Montgomery, AL","Nashville, TN","Birmingham, AL","Memphis, TN"
"which country is the origin of pizza?","Spain","France","Greece","Italy"
"which artist is famous for creating abstract art with paint splatters?","Andy Warhol","Pablo Picasso","Georgia O'keeffe","Jackson Pollock"
"which is not a real position in football?","Cornerback","Tight End","Quarterback","Touchdown Runner"
"who was christopher lee?","A Doctor","A Dentist","An American Actor","A British Actor"
"what is the collar bone called?","Sternum","Scapula","Sacrum","Clavicle"
"what part of the famous egyptian sculpture the sphinx is missing?","A Toe","The Tail","An Ear","The Nose"
"in which sport do you mainly have to throw balls and dodge them?","Football","Volleyball","Basketball","Dodgeball"
"which us president authorized the two nuclear bombs to be dropped on hiroshima and nagasaki in 1945?","John F Kennedy","Richard Nixon","Franklin Roosevelt","Harry Truman"
"what is the name of the championship for major league baseball?","The Finals","World Cup","The Super Bowl","World Series"
"what car company was established in 1899 in torino italy?","Chevy","Buick","Volkswagen","Fiat"
"which movie did molly ringwald not act in?","The Breakfast Club","16 Candles","Pretty In Pink","Clueless"
"which of the following is not a character name from harry potter?","Dudley","Hermione","Ron","Tywin"
"which country invented soccer cricket and tennis?","Australia","Scotland","Wales","England"
"what do carbohydrates break down into?","Carbs","Amino Acids","Enzymes","Simple Sugars"
"in what state does the macys thanksgiving day parade take place in?","California","New Jersey","Florida","New York"
"who performed the song stairway to heaven?","Eric Clapton","Bob Seger","The Doors","Led Zeppelin"
"which baseball team won three straight world series titles from 1998 2000?","Giants","Red Sox","Cardinals","Yankees"
"who of these characters of the series the big bang theory does not have a ph d?","Rajesh Kouthrapali","Sheldon Cooper","Leonard Hoefstader","Howard Wolowitz"
"what is the only kind of deer whose females have antlers?","Chinese Water Deer","Mule Deer","White-Tailed Deer","Reindeer"
"when you sterilize a female dog what is the process called?","Both","Neutering","Neither","Spaying"
"what are the detroit pistons named after?","A French Capital","An Expression Of Anger","A Mythical Creature","Part Of An Engine"
"in the phonetic alphabet the word for the letter m is?","Mister","Motel","Mayham","Mike"
"from what language did the word trivia originate?","Greek","Roman","Portuguese","Latin"
"which of these diseases is noncommunicable?","Flu","Cold","Virus","Cancer"
"how many different colors of armies are there on a risk game?","8","10","9","6"
"which us military officer led the fight at the battle of little bighorn?","Robert Edward Lee","Ulysses S. Grant","Dwight David Eisenhower","George Armstrong Custer"
"who is the filmmaker whose wife was savagely executed by the notorious murderer charles manson?","Peter Jackson","Christopher Nolan","Stanley Kubrick","Roman Polanski"
"which gymnastics olympian made history for being the first african american gymnast to win gold at the olympics?","Mary-Lou Renton","Kari Stroug","Aly Raismen","Gaby Douglas"
"what are drifting microscopic plant like marine organisms called?","Seaweed","Zooplankton","Nekton","Phytoplankton"
"vulcanology glaciology and seismology are sub studies of which science?","Chemistry","Physics","Astronomy","Geology"
"when a scale is adjusted for accuracy it is?","Coordinated","Co-oberated","Aligned","Calibrated"
"what animal attacked magician roy horn of siegfried?","Rajah, The Cobra","Tony, The Tiger","Jumbo, The Elephant","Mantecore, The Tiger"
"who wrote the shining?","Dan Brown","William Faulkner","John Grisham","Stephen King"
"what is the name of the path the native americans took out of the eastern united states during 1838 1839?","Silk Road","Mississippi River","The Louisiana Purchase","Trail Of Tears"
"which country introduced tempura to japan in the sixteenth century?","Spain","Italy","France","Portugal"
"which of these sitcoms is set in seattle?","Cheers","Friends","Two And A Half Men","Frasier"
"which city has the largest population in the world?","New York City","Beijing","Mexico City","Tokyo"
"which stringed instruments is typical of tahiti?","Guitar","Violin","Bass","Ukulele"
"sherlock holmes was extremely talented at what skill?","Seduction","Induction","Reduction","Deduction"
"what is p e short for?","Personal Education","Personal Emergency","Physical Emergency","Physical Education"
"which sport is played mostly with your feet in the usa?","Football","Baseball","Tennis","Soccer"
"who are the bad guys in the game angry birds?","Cats","Dogs","Vultures","Pigs"
"what soft drink once used the slogan up yours?","Pepsi","Coca-Cola","Tab","7-Up"
"how many men in george bushs family have been elected president?","6","1","3","2"
"where are kangaroos typically from?","Usa","Africa","Mexico","Australia"
"who replaced jay leno at the tonight show in 2014?","David Letterman","Ellen DeGeneres","Justin Timberlake","Jimmy Fallon"
"which basketball player stars in gold bond commercials?","Lebron James","Kobe Bryant","Michael Jordan","Shaquille O'neal"
"what constellation is nicknamed the hunter?","Andromeda","Pegasus","Leo","Orion"
"which is not a us state?","Alaska","Maine","New York","Ontario"
"which sport requires a pitcher batter basemen and umpire?","Soccer","Basketball","Football","Baseball"
"in the sitcom wkrp in cincinnati what did they throw out of a helicopter for a thanksgiving day promotion?","Pecan Pies","Cincinnati Bengals Football Tickets","Lots And Lots Of Money","Live Turkeys"
"what is the intruding pathogen in leprosy disease?","Virus","Fungi","No Pathogen, It's An Auto-Immune Disease","Bacteria"
"where is pittsburgh?","Montana","Texas","Montreal","Pennsylvania"
"what does an owl symbolize?","Nothing","Love","Night/Sleep","Wisdom"
"what is a perfect score in a gymnastic event?","5","7","25","10"
"in inside outwhich emotion is born first when riley opens her eyes for the first time?","Sadness","Anger","Disgust","Joy"
"what does dna stand for hint dna is not necessarily 3 seperate words?","Diribose (2) Negative Acid","Di-Nitrose (2) Atoms","Dexose-Ribonomal Acid","Deoxyribonucleic Acid"
"what piece of clothing did o j simpson have to try on during his trial?","A Sock","A Shirt","A Hat","A Glove"
"which of the following is not a french painter?","Edgar Degas","Paul Czanne","Claude Monet","Robert Goutin"
"in the minions movie what are the names of the three main minions?","Luke, Kenny, Bob","Bob, Dylan, Marley","Bob, Stuart, Dave","Bob, Kevin, Stuart"
"what was the name of the god of blacksmiths?","Hermes","Ares","Apollo","Hephaestus"
"what country does poland border?","Finland","Spain","Turkey","Germany"
"what kind of colors are impossible to create by mixing together other colors?","Ultra Colors","Secondary Colors","Alpha Colors","Primary Colors"
"how many minutes is the penalty for fighting in ice hockey?","1","2","15","5"
"what form of art requires the use of a spray paint can?","Abstract","Mosaic","Portraits","Graffiti"
"which is a real species of shark?","Bug Eyed Shark","Blue Black Shark","Razor Fin Shark","Goblin Shark"
"what is the only country that is also a continent 2?","Africa","Europe","Asia","Australia"
"what state has the largest border with mexico?","California","Arizona","New Mexico","Texas"
"what nationality is michael phelps?","English","Irish","Mexican","American"
"what is the largest country in the caribbean?","Haiti","Dominican Republic","Puerto Rico","Cuba"
"what is the predominant architectural form in don quixote?","Castles","Towers","Wells","Windmills"
"what sport involves a birdy racket and a net?","Tennis","Volleyball","Soccer","Badminton"
"in the movie fargo what was used to render the murder victim unrecognizable?","Lye","Acid","Axe","Wood Chipper"
"what sport is maria sharapova famous for?","Football","Basketball","Volleyball","Tennis"
"in which city is the series dexter set?","New York","New Orleans","Orlando","Miami"
"what doctor specializes in cancer?","Gynecologist","Pediatrician","Urologist","Oncologist"
"what country is neighbors to syria israel and connects to the mediterranean sea?","Oman","Jordan","Cyprus","Lebanon"
"what president said what counts is not necessarily the size of the dog in the fight its the size of the fight in the dog?","John Adams","George Washington","F.D.R","Dwight D. Eisenhower"
"which novel is written by an american author?","Canterbury Tales","Frankenstein","War And Peace","The Call Of The Wild"
"in the x men franchise what is wolverines first name?","Erik","Charles","Scott","Logan"
"when you cross a poodle and a golden retriever you get what?","Golden Pretriever","Golden Poodle","Golden Roodle","Golden Doodle"
"which of these artists set a record for the highest price ever paid for a painting?","Andy Warhol","Claude Monet","Salvadore Dali","Pablo Picasso"
"in basketball what is the maximum number of points you can score in one shot without getting fouled?","4","1","2","3"
"in the medical drama house what drug was dr house addicted to?","Heroin","Ibuprofen","Cocaine","Vicodin"
"what is taxonomy the study of?","Choices","Life","Medicine","Classification"
"who is the author of charlie and the choclate factory?","Brown Re","Mem Fox","Enid Blyton","Roald Dahl"
"what does pg mean in basketball?","Points Guarded","Player Guarded","Plays Guarded","Point Guard"
"what body of water is often associated with buffalo ny in reference to its lake effect snow?","Atlantic Ocean","Mississippi River","Lake Titicaca","Lake Erie"
"which greek god is the lord of the underworld?","Athena","Hermes","Zeus","Hades"
"which us state has nearly straight borders and resembles a rectangle?","Texas","Florida","Massachusetts","Wyoming"
"who is not an actor of the tv series the big bang theory?","Johnny Galecki","Jim Parsons","Simon Helberg","Jennifer Aniston"
"which french general helped the american colonies win the american revolution?","Baron Von Steuben","George Washington","Rochambou","Marquis De Lafayette"
"what is a foot fault in tennis?","Stepping on your opponent's foot","Playing bare footed","Kicking the ball with your foot","Touching the baseline while serving"
"which of these was not a dwarf to accompany bilbo in the hobbit?","Oin","Bombur","Balin","Gimli"
"what is the formula to find speed?","Distance/Rate","Time/Distance","Speed/Time","Distance/Time"
